Puesto,Empresa,Detalles,Enlace
Android Engineer - Platform,Wallapop,19/02/2026 |  | Barcelona | Desarrollador Móvil,https://www.tecnoempleo.com/android-engineer-platform-wallapop/kotlin/rf-90a211fd22adf384ed4a
SAP BTP Developer - AI Expert,Accenture,17/02/2026 |  | Madrid | Programador,https://www.tecnoempleo.com/sap-btp-developer-ai-expert-accenture/sap-btp-hana/rf-d15713efd28e23e89446
DevOps Freelance,WayOps,16/02/2026 |  | 100% remoto | DevOps,https://www.tecnoempleo.com/devops-freelance-wayops/ci-cd-azure/rf-259219dd128d93729347
Administrador sistemas Linux,HAYS,13/02/2026 |  | Valencia (Híbrido) | Técnico de Sistemas,https://www.tecnoempleo.com/administrador-sistemas-linux-hays/rhel-ubuntu/rf-19f31f96d2e7039c8746
Senior Cloud Architect,Swiss Re,12/02/2026 |  | Madrid | Arquitecto TIC,https://www.tecnoempleo.com/senior-cloud-architect-swiss-re/azure-aks/rf-210e192e82c5435f6b40
Ingeniero/a Análisis Misiones Espaciales,GMV,11/02/2026 |  | Pontevedra | Técnico de Gestión,https://www.tecnoempleo.com/ingeniero-analisis-misiones-espaciales-gmv/stk/rf-c3aa11d8d287d3e88545
Senior Machine Learning Engineer,Accenture,03/02/2026 |  | Madrid | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/senior-machine-learning-engineer-accenture/machine-learning-llm/rf-95a21736a289d3df2747
Google Cloud AI Engineer,Devoteam,02/02/2026 |  | Madrid | DevOps,https://www.tecnoempleo.com/google-cloud-ai-engineer-devoteam/google-cloud-vertex/rf-ccaa1d7b82ce838de449
Project Manager (h/m),Michael Page,30/01/2026 |  | La Rioja | Jefe de Proyecto | 39.000€ - 48.000€ b/a,https://www.tecnoempleo.com/project-manager-h-m-michael-page/java-net/rf-b77616fc0228e360bd48
Salesforce Marketing Cloud Engineer,FeverUp,23/01/2026 |  | Madrid (Híbrido) | Marketing,https://www.tecnoempleo.com/salesforce-marketing-cloud-engineer-feverup/salesforce-marketing-cloud/rf-800a1502e2ab13c99347
Senior Data Engineer (Data Scraping),WayOps,20/01/2026 |  | Madrid | Big Data,https://www.tecnoempleo.com/senior-data-engineer-data-scraping-wayops/playwright-selenium/rf-94a11e86f2e1f376484f
Google Cloud DevOps Engineer,Devoteam,14/01/2026 |  | Madrid | DevOps,https://www.tecnoempleo.com/google-cloud-devops-engineer-devoteam/google-cloud-iac/rf-5eb017c30224638d5344
Desarrollo de Simuladores,GMV,19/12/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/desarrollo-simuladores-gmv/c-c/rf-01751086c234135a774c
Senior ML/LLM Engineer,Sopra Steria,04/12/2025 |  | Barcelona | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/senior-ml-llm-engineer-sopra-steria/machine-learning-numpy/rf-ab8311d2528403ba194a
Senior Cloud Engineer,Swiss Re,18/11/2025 |  | Madrid | DevOps | 60.000€ - 100.000€ b/a,https://www.tecnoempleo.com/senior-cloud-engineer-swiss-re/terraform-azure/rf-23d217cd723623a7eb45
DevOps Platform Engineer,Accenture,14/11/2025 |  | Sevilla | DevOps,https://www.tecnoempleo.com/devops-platform-engineer-accenture/java-javascript-jenkins-azure-devops-do/rf-80901828c297039b2540
Analista Programador/a senior JAVA,Krell Consulting & Training,06/10/2025 |  | 100% remoto | Analista Programador,https://www.tecnoempleo.com/analista-programador-senior-java-krell-consulting-/java-spring/rf-18e21b05a2f703b7bd40
Programador/a C++,Alcorce Telecomunicaciones,04/09/2025 |  | Málaga | Analista Programador,https://www.tecnoempleo.com/programador-c-malaga/c/rf-c72212519261e3ca6b47
Desarrollador/a C++,Alcorce Telecomunicaciones,04/09/2025 |  | Madrid y otras | Analista Programador | 30.000€ - 45.000€ b/a,https://www.tecnoempleo.com/desarrollador-c-madrid/c-linux/rf-909213c3d20e839ce947
PKI IT Security Engineer,BNP Paribas,07/08/2025 |  | Madrid (Híbrido) | Ciberseguridad,https://www.tecnoempleo.com/pki-it-security-engineer-bnp-paribas/cms-mps/rf-736d10aa82f4e362ea4f
Develop Java-Generative AI,Plexus,05/08/2025 |  | Madrid | Inteligencia Artificial/Machine Learning,https://www.tecnoempleo.com/develop-java-generative-ai-plexus/spring-openapi/rf-ec8a194f32818365d54f
SysOps AWS,Sopra Steria,24/07/2025 |  | Madrid | DevOps,https://www.tecnoempleo.com/sysops-aws-sopra-steria/terraform-linux/rf-0502166692c4c3209149
Ingeniero/a Senior de integracion SW,GMV,04/07/2025 |  | Madrid (Híbrido) | Técnico de Sistemas,https://www.tecnoempleo.com/ingeniero-senior-integracion-sw-gmv/vsphere-docker-kubernetes/rf-2bb818db5204e381534e
Devops Engineer AWS,Plexus,03/07/2025 |  | Madrid | DevOps,https://www.tecnoempleo.com/devops-engineer-aws-plexus/lambda/rf-d6f318dbd2235378bb49
Tech Lead AWS,Plexus,06/06/2025 |  | 100% remoto | Técnico de Sistemas,https://www.tecnoempleo.com/tech-lead-aws-plexus/aws-lambdas-sqs-ses-dynamodb/rf-6bb415b302ac13a2544c
Tech Lead AWS,Plexus,03/06/2025 |  | 100% remoto | Jefe de Equipo,https://www.tecnoempleo.com/tech-lead-aws-plexus/aws-lambdas-sqs-ses-dynamodb/rf-e71418623242e3c64343
Data Analyst,Plexus,30/05/2025 |  | Madrid | Analista,https://www.tecnoempleo.com/data-analyst-plexus/tableau-looker-power-bi-ga4-sql/rf-73321c7bf2da63a99742
Data Analyst,Plexus,09/05/2025 |  | 100% remoto | Analista,https://www.tecnoempleo.com/data-analyst-plexus/google-analytics-ga4-sql/rf-a79617eac2628336a247
N2 Systems Support Technician,Plexus,09/05/2025 |  | 100% remoto | Soporte Técnico,https://www.tecnoempleo.com/n2-systems-support-technician-plexus/linux-aws-mysql-php/rf-d9711b16d20c2328304a
Ingeniero Devops,sg tech,06/05/2025 |  | Madrid (Híbrido) | DevOps,https://www.tecnoempleo.com/ingeniero-devops-sg-tech/ansible-jenkins-gitlab/rf-c0d11863720c23c95b4a
BackEnd Developer,sg tech,06/05/2025 |  | Madrid y otras | Programador,https://www.tecnoempleo.com/backend-developer-sg-tech/maven-spring-apium/rf-9aa91227c27433e0334b
AI Data Scientists,sg tech,30/04/2025 |  | Madrid | Big Data,https://www.tecnoempleo.com/ai-data-scientists-sg-tech/inteligencia-artificial-machine-learning/rf-995a1c9972c4d37c884f
Senior Cloud/DevOps Engineer,EY,29/04/2025 |  | Málaga | DevOps,https://www.tecnoempleo.com/senior-cloud-devops-engineer-ey/jenkins-azure-devops-grafana-terraform-git/rf-51451aea42a2e3a48e4c
QA Test Engineer in Spain,IT Jobs Worldwide,25/04/2025 |  | 100% remoto | Tester/QA,https://www.tecnoempleo.com/qa-test-engineer-in-spain-it-jobs-worldwide/qa-specflow-selenium/rf-c2e81bcb4276b386d744
Junior Cloud/DevOps Engineer,EY,24/04/2025 |  | Málaga (Híbrido) | DevOps,https://www.tecnoempleo.com/junior-cloud-devops-engineer-ey/jenkins-azure-devops-terraform-github-graf/rf-361c1881423a23fd0b45
Cyber Threat Detection and Prevention,Deloitte,14/04/2025 |  | Madrid | Ciberseguridad,https://www.tecnoempleo.com/cyber-threat-detection-and-prevention-deloitte/darktrace-vectra-ai-cisco/rf-6ecf169c726c13fa8d42
Full Stack Software Engineer,Webfleet,11/04/2025 |  | Barcelona (Híbrido) | Programador,https://www.tecnoempleo.com/full-stack-software-engineer-webfleet/javascript-react-redux-html5-css3/rf-ac9e172fa2d063b3134f
Senior DevOps Engineer,BASF,31/03/2025 |  | Madrid (Híbrido) | DevOps,https://www.tecnoempleo.com/senior-devops-engineer-basf/salesforce-apex/rf-87f61a5d52149379c243
Data Engineer - Fintech,Ebury,28/03/2025 |  | Madrid (Híbrido) | Big Data,https://www.tecnoempleo.com/data-engineer-fintech-ebury/etl-data-bi/rf-8c8519da622583f98d46
Senior Application Security Engineer,Oracle,25/03/2025 |  | Barcelona | Ciberseguridad,https://www.tecnoempleo.com/senior-application-security-engineer-oracle/opensearch-elastic-java/rf-600d161422b3a39c1a46
Senior Azure Data Engineer,Cognizant Technology Solutions,24/03/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/senior-azure-data-engineer-cognizant-technology-so/azure-databricks-synaps/rf-75f215fa824fa30a364b
DevOps Engineer,Cognizant Technology Solutions,24/03/2025 |  | Barcelona | DevOps,https://www.tecnoempleo.com/devops-engineer-cognizant-technology-solutions/aws-azure-github/rf-c743188492695313dc46
Ingeniero/a DevOps,Santander,24/03/2025 |  | Madrid | DevOps,https://www.tecnoempleo.com/ingeniero-devops-santander/ci-cd-github-openshift/rf-d4991071522fb3bdb340
DevSecOps - leading consultancy company,IT Jobs Worldwide,20/03/2025 |  | Barcelona (Híbrido) | DevOps,https://www.tecnoempleo.com/devsecops-leading-consultancy-company-it-jobs-worl/ci-cd-aws-azure/rf-8c87102b92dcf3409646
Ingeniero/a de Software C++,GMV,20/03/2025 |  | Madrid | Programador,https://www.tecnoempleo.com/ingeniero-software-c-gmv/c-c-linux-git-eclipse-visual-studio-visual-code/rf-acac1efbd204c39b2048
Data Foundations Manager,Accenture,20/03/2025 |  | Barcelona | Big Data,https://www.tecnoempleo.com/data-foundations-manager-accenture/etl-sql-aws-azure-gcp/rf-6e7117b1420233c26343
Site Reliability Engineer Citrix,Oracle,19/03/2025 |  | Madrid | Técnico de Sistemas,https://www.tecnoempleo.com/site-reliability-engineer-citrix-oracle/citrix-kubernetes-jenkins-ansible/rf-2fb21758227c93865842
Data Analyst,Welltech,14/03/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-analyst-welltech/tableau-sql-power-bi-qlikview/rf-ec8c1e74a2124366e14d
Data Lead,Green Eagle Solutions S.L.,14/03/2025 |  | Madrid (Híbrido) | Big Data | 60.000€ - 72.000€ b/a,https://www.tecnoempleo.com/data-lead-green-eagle-solutions-s-l/data-etl-sql/rf-bbe216581206c3aaeb4a
Analista técnico de ciberseguridad,Santander,28/02/2025 |  | Madrid | Ciberseguridad,https://www.tecnoempleo.com/analista-tecnico-ciberseguridad-santander/ciberseguridad-windows-linux-vmw/rf-00e21e7be2d7c335cb4b
Data Platform Engineer,Krell Consulting & Training,25/02/2025 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-platform-engineer-remoto/data-apache-airflow-sql-bigquery/rf-72bf10a9b237931dc144
Auditor/a Senior de Seguridad/Pentester,Grupo SIA,24/02/2025 |  | 100% remoto | Ciberseguridad,https://www.tecnoempleo.com/auditor-a-senior-de-seguridad-pentester-100-en-rem/owasp-osstmm/rf-1ab0lc47b4701m42c7y7
Data Base,Krell Consulting & Training,23/12/2024 |  | 100% remoto | Base de Datos/DBA,https://www.tecnoempleo.com/data-base-remoto/sql-ibm3270-oracle-jcl/rf-14851e089226135d234d
API Designer,Krell Consulting & Training,19/11/2024 |  | 100% remoto | Diseño gráfico,https://www.tecnoempleo.com/api-designer-remoto/api/rf-b22d1017e2c933110f42
DevOps,Krell Consulting & Training,18/11/2024 |  | 100% remoto | DevOps,https://www.tecnoempleo.com/devops-remoto/kubernetes/rf-e2f51c23b230631f1047
Data Engineer,Krell Consulting & Training,08/11/2024 |  | 100% remoto | Big Data,https://www.tecnoempleo.com/data-engineer-remoto/data-snowflake-dbt-cloud-aws-datawarehouse-sql-nosql/rf-ee1a11d0623453a3bd41
Cloud DevOps Engineer,Krell Consulting & Training,29/10/2024 |  | 100% remoto | DevOps,https://www.tecnoempleo.com/cloud-devops-engineer-remoto/cloud-devops-aws-azure/rf-ca2b1087229ef3858743
Arquitecto DevOps,Krell Consulting & Training,09/08/2024 |  | 100% remoto | Arquitecto TIC,https://www.tecnoempleo.com/arquitecto-devops-remoto/kubernetes/rf-febd1e61e21b23a7cc4d
Manager de IV&V de SW,GMV,23/11/2023 |  | Madrid | Tester/QA,https://www.tecnoempleo.com/manager-iv-v-sw-madrid/testing-jenkins/rf-35e91ed182430369a044
Technical Team leader,GMV,07/11/2023 |  | Madrid (Híbrido) | Jefe de Equipo,https://www.tecnoempleo.com/technical-team-leader-hibrido/java-react/rf-08a51f5222b3833a3a44
Administrador/a Sistemas Galileo,GMV,07/11/2023 |  | Madrid | Técnico de Sistemas,https://www.tecnoempleo.com/administrador-sistemas-galileo-madrid/linux-windows/rf-56dc146ec2fbe3757d47
